id,created_at,user_id,username,name,tweet,geo,nama_tempat,label,clean_tweet,stemming,tokenizing,stop_removal
"1430890000000000000,00",2021-08-26 21:02:33 SE Asia Standard Time,"1930235365,00",biofarmaid,Bio Farma,Update distribusi Vaksin Covid-19 per 26 Agustus 2021  https://t.co/uqycZXZIXd,"-7.07422035411501,106.7054569721624",Sukabumi,2,update distribusi vaksin covid 19 per 26 agustus 2021 ,update distribusi vaksin covid 19 per 26 agustus 2021 ,"['update', 'distribusi', 'vaksin', 'covid', '19', 'per', '26', 'agustus', '2021', '']","['update', 'distribusi', 'vaksin', 'covid', '19', 'per', '26', 'agustus', '2021', '']"
"1430360000000000000,00",2021-08-25 09:40:53 SE Asia Standard Time,"1930235365,00",biofarmaid,Bio Farma,Hingga 23 Agustus 2021 total vaksin covid-19 terdistribusi adalah 117.217.110 dosis  https://t.co/edbsUIq9p0,"-7.07422035411501,106.7054569721624",Sukabumi,2,hingga 23 agustus 2021 total vaksin covid 19 terdistribusi adalah 117 217 110 dosis ,hingga 23 agustus 2021 total vaksin covid 19 terdistribusi adalah 117 217 110 dosis ,"['hingga', '23', 'agustus', '2021', 'total', 'vaksin', 'covid', '19', 'terdistribusi', 'adalah', '117', '217', '110', 'dosis', '']","['hingga', '23', 'agustus', '2021', 'total', 'vaksin', 'covid', '19', 'terdistribusi', '117', '217', '110', 'dosis', '']"
"1429930000000000000,00",2021-08-24 04:57:38 SE Asia Standard Time,"1930235365,00",biofarmaid,Bio Farma,"Distribusi Vaksin Covid-19, per 22 Agustus 2021  https://t.co/erVB002uYN","-7.07422035411501,106.7054569721624",Sukabumi,2,distribusi vaksin covid 19 per agustus 2021 ,distribusi vaksin covid 19 per agustus 2021 ,"['distribusi', 'vaksin', 'covid', '19', 'per', 'agustus', '2021', '']","['distribusi', 'vaksin', 'covid', '19', 'per', 'agustus', '2021', '']"
"1428630000000000000,00",2021-08-20 15:18:27 SE Asia Standard Time,"1930235365,00",biofarmaid,Bio Farma,Data Distribusi Vaksin Covid-19 Oleh Bio Farma per 19 Agustus 2021  https://t.co/MrTdQEFeBC,"-7.07422035411501,106.7054569721624",Sukabumi,2,data distribusi vaksin covid 19 oleh bio farma per 19 agustus 2021 ,data distribusi vaksin covid 19 oleh bio farma per 19 agustus 2021 ,"['data', 'distribusi', 'vaksin', 'covid', '19', 'oleh', 'bio', 'farma', 'per', '19', 'agustus', '2021', '']","['data', 'distribusi', 'vaksin', 'covid', '19', 'bio', 'farma', 'per', '19', 'agustus', '2021', '']"
"1426020000000000000,00",2021-08-13 10:12:55 SE Asia Standard Time,"619784998,00",umtasik,UM Tasikmalaya,Betapa penting nya vaksin untuk meningkatkan sistem kekebalan tubuh dari penyebaran virus.  @bem.umtas @immkotatasik  @fikes_umtas  @fkipumtas.official  @bemftumtas  @lppm_umtas  #covid_19 #covid #covidvacccine  https://t.co/UuxDst8hL1,"-7.07422035411501,106.7054569721624",Sukabumi,1,betapa penting nya vaksin untuk meningkatkan sistem kekebalan tubuh dari penyebaran virus bem umtas immkotatasik fikes umtas fkipumtas official bemftumtas lppm umtas covid 19 covid covidvacccine ,betapa penting nya vaksin untuk meningkatkan sistem kekebalan tubuh dari penyebaran virus bem umtas immkotatasik fikes umtas fkipumtas official bemftumtas lppm umtas covid 19 covid covidvacccine ,"['betapa', 'penting', 'nya', 'vaksin', 'untuk', 'meningkatkan', 'sistem', 'kekebalan', 'tubuh', 'dari', 'penyebaran', 'virus', 'bem', 'umtas', 'immkotatasik', 'fikes', 'umtas', 'fkipumtas', 'official', 'bemftumtas', 'lppm', 'umtas', 'covid', '19', 'covid', 'covidvacccine', '']","['betapa', 'penting', 'nya', 'vaksin', 'meningkatkan', 'sistem', 'kekebalan', 'tubuh', 'penyebaran', 'virus', 'bem', 'umtas', 'immkotatasik', 'fikes', 'umtas', 'fkipumtas', 'official', 'bemftumtas', 'lppm', 'umtas', 'covid', '19', 'covid', 'covidvacccine', '']"
"1426010000000000000,00",2021-08-13 09:47:28 SE Asia Standard Time,"1380000000000000000,00",diwan11027627,Diwan,"Vaksin penting bagi manusia karena dapat menyelamatkan jiwa, melindungi diri, keluarga, dan masyarakat dari penyakit menular yang berbahaya. Selain itu, tetap selalu #IngatPesanIbu tentang protokol kesehatan agar terhindar dari COVID-19","-7.07422035411501,106.7054569721624",Sukabumi,1,vaksin penting bagi manusia karena dapat menyelamatkan jiwa melindungi diri keluarga dan masyarakat dari penyakit menular yang berbahaya selain itu tetap selalu ingatpesanibu tentang protokol kesehatan agar terhindar dari covid 19,vaksin penting bagi manusia karena dapat menyelamatkan jiwa melindungi diri keluarga dan masyarakat dari penyakit menular yang berbahaya selain itu tetap selalu ingatpesanibu tentang protokol kesehatan agar terhindar dari covid 19,"['vaksin', 'penting', 'bagi', 'manusia', 'karena', 'dapat', 'menyelamatkan', 'jiwa', 'melindungi', 'diri', 'keluarga', 'dan', 'masyarakat', 'dari', 'penyakit', 'menular', 'yang', 'berbahaya', 'selain', 'itu', 'tetap', 'selalu', 'ingatpesanibu', 'tentang', 'protokol', 'kesehatan', 'agar', 'terhindar', 'dari', 'covid', '19']","['vaksin', 'penting', 'manusia', 'menyelamatkan', 'jiwa', 'melindungi', 'diri', 'keluarga', 'masyarakat', 'penyakit', 'menular', 'berbahaya', 'tetap', 'selalu', 'ingatpesanibu', 'protokol', 'kesehatan', 'terhindar', 'covid', '19']"
"1420070000000000000,00",2021-07-28 00:00:00 SE Asia Standard Time,"1930235365,00",biofarmaid,Bio Farma,"termasuk panahan, menembak, atletik, renang, bulu tangkis dan angkat besi, nah untuk perlindungan optimal sejumlah atlet dan official yang mewakili Indonesia di berbagai cabor telah menerima vaksin covid-19 sebelum berlaga di   #olimpiadetokyo2020","-7.07422035411501,106.7054569721624",Sukabumi,1,termasuk panahan menembak atletik renang bulu tangkis dan angkat besi nah untuk perlindungan optimal sejumlah atlet dan official yang mewakili indonesia di berbagai cabor telah menerima vaksin covid 19 sebelum berlaga di olimpiadetokyo2020,termasuk panahan menembak atletik renang bulu tangkis dan angkat besi nah untuk perlindungan optimal sejumlah atlet dan official yang mewakili indonesia di berbagai cabor telah menerima vaksin covid 19 sebelum berlaga di olimpiadetokyo2020,"['termasuk', 'panahan', 'menembak', 'atletik', 'renang', 'bulu', 'tangkis', 'dan', 'angkat', 'besi', 'nah', 'untuk', 'perlindungan', 'optimal', 'sejumlah', 'atlet', 'dan', 'official', 'yang', 'mewakili', 'indonesia', 'di', 'berbagai', 'cabor', 'telah', 'menerima', 'vaksin', 'covid', '19', 'sebelum', 'berlaga', 'di', 'olimpiadetokyo2020']","['termasuk', 'panahan', 'menembak', 'atletik', 'renang', 'bulu', 'tangkis', 'angkat', 'besi', 'nah', 'perlindungan', 'optimal', 'sejumlah', 'atlet', 'official', 'mewakili', 'indonesia', 'berbagai', 'cabor', 'menerima', 'vaksin', 'covid', '19', 'berlaga', 'olimpiadetokyo2020']"
"1417750000000000000,00",2021-07-21 14:30:18 SE Asia Standard Time,"1330000000000000000,00",bandungdarmin,Darmin Bandung,"DPW NasDem Jawa Barat, menggelar vaksinasi gratis bagi warga Jawa Barat. Bagi warga Jawa Barat yang ingin sama sama mencegah penularan covid-19 melalui vaksin, silahkan daftar sesuai persyaratan yang tercantum dalam lampiran informasi ini.  https://t.co/YbLdfEeub7","-7.07422035411501,106.7054569721624",Sukabumi,1,dpw nasdem jawa barat menggelar vaksinasi gratis bagi warga jawa barat bagi warga jawa barat yang ingin sama sama mencegah penularan covid 19 melalui vaksin silahkan daftar sesuai persyaratan yang tercantum dalam lampiran informasi ini ,dpw nasdem jawa barat menggelar vaksinasi gratis bagi warga jawa barat bagi warga jawa barat yang ingin sama sama mencegah penularan covid 19 melalui vaksin silahkan daftar sesuai persyaratan yang tercantum dalam lampiran informasi ini ,"['dpw', 'nasdem', 'jawa', 'barat', 'menggelar', 'vaksinasi', 'gratis', 'bagi', 'warga', 'jawa', 'barat', 'bagi', 'warga', 'jawa', 'barat', 'yang', 'ingin', 'sama', 'sama', 'mencegah', 'penularan', 'covid', '19', 'melalui', 'vaksin', 'silahkan', 'daftar', 'sesuai', 'persyaratan', 'yang', 'tercantum', 'dalam', 'lampiran', 'informasi', 'ini', '']","['dpw', 'nasdem', 'jawa', 'barat', 'menggelar', 'vaksinasi', 'gratis', 'warga', 'jawa', 'barat', 'warga', 'jawa', 'barat', 'sama', 'sama', 'mencegah', 'penularan', 'covid', '19', 'melalui', 'vaksin', 'silahkan', 'daftar', 'sesuai', 'persyaratan', 'tercantum', 'lampiran', 'informasi', '']"
"1417740000000000000,00",2021-07-21 14:09:29 SE Asia Standard Time,"2373946376,00",keclengkong,Kecamatan Lengkong,"Rabu, 21 Juli 2021 Giat Rapat koordinasi tim satgas Covid-19 Tk. kecamatan Lengkong dalam rangka persiapan pelaksanaan vaksin massal di lingkungan universitas langlangbuana, jl. Karapitan Kota Bandung  https://t.co/HhqlokCrsA","-7.07422035411501,106.7054569721624",Sukabumi,1,rabu juli 2021 giat rapat koordinasi tim satgas covid 19 tk kecamatan lengkong dalam rangka persiapan pelaksanaan vaksin massal di lingkungan universitas langlangbuana jl karapitan kota bandung ,rabu juli 2021 giat rapat koordinasi tim satgas covid 19 tk kecamatan lengkong dalam rangka persiapan pelaksanaan vaksin massal di lingkungan universitas langlangbuana jl karapitan kota bandung ,"['rabu', 'juli', '2021', 'giat', 'rapat', 'koordinasi', 'tim', 'satgas', 'covid', '19', 'tk', 'kecamatan', 'lengkong', 'dalam', 'rangka', 'persiapan', 'pelaksanaan', 'vaksin', 'massal', 'di', 'lingkungan', 'universitas', 'langlangbuana', 'jl', 'karapitan', 'kota', 'bandung', '']","['rabu', 'juli', '2021', 'giat', 'rapat', 'koordinasi', 'tim', 'satgas', 'covid', '19', 'tk', 'kecamatan', 'lengkong', 'rangka', 'persiapan', 'pelaksanaan', 'vaksin', 'massal', 'lingkungan', 'universitas', 'langlangbuana', 'jl', 'karapitan', 'kota', 'bandung', '']"
"1417450000000000000,00",2021-07-20 18:24:43 SE Asia Standard Time,"214989856,00",mellfan_120211,elfan ginanjar,Udah d vaksin covid 19 pake Sinovac.  2x. Ga ada kerasa apa apa tuh  Kata orang ngantuk n laper  Itu sih bawan hidup gw ngantuk n lapar mulu,"-7.07422035411501,106.7054569721624",Sukabumi,1,udah d vaksin covid 19 pake sinovac 2x ga ada kerasa apa apa tuh kata orang ngantuk n laper itu sih bawan hidup gw ngantuk n lapar mulu,udah d vaksin covid 19 pake sinovac 2x ga ada kerasa apa apa tuh kata orang ngantuk n laper itu sih bawan hidup gw ngantuk n lapar mulu,"['udah', 'd', 'vaksin', 'covid', '19', 'pake', 'sinovac', '2x', 'ga', 'ada', 'kerasa', 'apa', 'apa', 'tuh', 'kata', 'orang', 'ngantuk', 'n', 'laper', 'itu', 'sih', 'bawan', 'hidup', 'gw', 'ngantuk', 'n', 'lapar', 'mulu']","['udah', 'd', 'vaksin', 'covid', '19', 'pake', 'sinovac', '2x', 'ga', 'kerasa', 'apa', 'apa', 'tuh', 'kata', 'orang', 'ngantuk', 'n', 'laper', 'sih', 'bawan', 'hidup', 'gw', 'ngantuk', 'n', 'lapar', 'mulu']"
"1417270000000000000,00",2021-07-20 06:32:18 SE Asia Standard Time,"208669105,00",lossa_97,LDD,Kalau cara vaksin nya model skrng dan dimana masyarakat masih setengah2 percaya ada Covid-19 ya wasalam,"-7.07422035411501,106.7054569721624",Sukabumi,0,kalau cara vaksin nya model skrng dan dimana masyarakat masih setengah2 percaya ada covid 19 ya wasalam,kalau cara vaksin nya model skrng dan dimana masyarakat masih setengah2 percaya ada covid 19 ya wasalam,"['kalau', 'cara', 'vaksin', 'nya', 'model', 'skrng', 'dan', 'dimana', 'masyarakat', 'masih', 'setengah2', 'percaya', 'ada', 'covid', '19', 'ya', 'wasalam']","['kalau', 'cara', 'vaksin', 'nya', 'model', 'skrng', 'masyarakat', 'setengah2', 'percaya', 'covid', '19', 'wasalam']"
"1416140000000000000,00",2021-07-17 04:07:05 SE Asia Standard Time,"994000000000000000,00",roes_anggana,uncle dee STORY,Alhamdulillah sudah ikutan vaksin   uncle dee STORY  #Vaksin #vaccinated #vaksinbandung #Covid_19 #cegahcovid_19 #rscicendo  https://t.co/ugZuaLWqwT,"-7.07422035411501,106.7054569721624",Sukabumi,1,alhamdulillah sudah ikutan vaksin uncle dee story vaksin vaccinated vaksinbandung covid 19 cegahcovid 19 rscicendo ,alhamdulillah sudah ikutan vaksin uncle dee story vaksin vaccinated vaksinbandung covid 19 cegahcovid 19 rscicendo ,"['alhamdulillah', 'sudah', 'ikutan', 'vaksin', 'uncle', 'dee', 'story', 'vaksin', 'vaccinated', 'vaksinbandung', 'covid', '19', 'cegahcovid', '19', 'rscicendo', '']","['alhamdulillah', 'ikutan', 'vaksin', 'uncle', 'dee', 'story', 'vaksin', 'vaccinated', 'vaksinbandung', 'covid', '19', 'cegahcovid', '19', 'rscicendo', '']"
