id;created_at;user_id;username;name;tweet;geo;label
1430893432793280000;2021-08-26 21:02:33 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Update distribusi Vaksin Covid-19 per 26 Agustus 2021  https://t.co/uqycZXZIXd;-7.07422035411501,106.7054569721624;2
1430359496572890000;2021-08-25 09:40:53 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Hingga 23 Agustus 2021 total vaksin covid-19 terdistribusi adalah 117.217.110 dosis  https://t.co/edbsUIq9p0;-7.07422035411501,106.7054569721624;2
1429925828415000000;2021-08-24 04:57:38 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Distribusi Vaksin Covid-19, per 22 Agustus 2021  https://t.co/erVB002uYN;-7.07422035411501,106.7054569721624;2
1428632507805620000;2021-08-20 15:18:27 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Data Distribusi Vaksin Covid-19 Oleh Bio Farma per 19 Agustus 2021  https://t.co/MrTdQEFeBC;-7.07422035411501,106.7054569721624;2
1426018902681830000;2021-08-13 10:12:55 SE Asia Standard Time;619784998;umtasik;UM Tasikmalaya;Betapa penting nya vaksin untuk meningkatkan sistem kekebalan tubuh dari penyebaran virus.  @bem.umtas @immkotatasik  @fikes_umtas  @fkipumtas.official  @bemftumtas  @lppm_umtas  #covid_19 #covid #covidvacccine  https://t.co/UuxDst8hL1;-7.07422035411501,106.7054569721624;1
1426012499661360000;2021-08-13 09:47:28 SE Asia Standard Time;1,38E+18;diwan11027627;Diwan;Vaksin penting bagi manusia karena dapat menyelamatkan jiwa, melindungi diri, keluarga, dan masyarakat dari penyakit menular yang berbahaya. Selain itu, tetap selalu #IngatPesanIbu tentang protokol kesehatan agar terhindar dari COVID-19;-7.07422035411501,106.7054569721624;1
1420066451650590000;2021-07-28 00:00:00 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;termasuk panahan, menembak, atletik, renang, bulu tangkis dan angkat besi, nah untuk perlindungan optimal sejumlah atlet dan official yang mewakili Indonesia di berbagai cabor telah menerima vaksin covid-19 sebelum berlaga di   #olimpiadetokyo2020;-7.07422035411501,106.7054569721624;1
1417748754438880000;2021-07-21 14:30:18 SE Asia Standard Time;1,33E+18;bandungdarmin;Darmin Bandung;DPW NasDem Jawa Barat, menggelar vaksinasi gratis bagi warga Jawa Barat. Bagi warga Jawa Barat yang ingin sama sama mencegah penularan covid-19 melalui vaksin, silahkan daftar sesuai persyaratan yang tercantum dalam lampiran informasi ini.  https://t.co/YbLdfEeub7;-7.07422035411501,106.7054569721624;1
1417743517632360000;2021-07-21 14:09:29 SE Asia Standard Time;2373946376;keclengkong;Kecamatan Lengkong;Rabu, 21 Juli 2021 Giat Rapat koordinasi tim satgas Covid-19 Tk. kecamatan Lengkong dalam rangka persiapan pelaksanaan vaksin massal di lingkungan universitas langlangbuana, jl. Karapitan Kota Bandung  https://t.co/HhqlokCrsA;-7.07422035411501,106.7054569721624;1
1417445358863470000;2021-07-20 18:24:43 SE Asia Standard Time;214989856;mellfan_120211;elfan ginanjar;Udah d vaksin covid 19 pake Sinovac.  2x. Ga ada kerasa apa apa tuh  Kata orang ngantuk n laper  Itu sih bawan hidup gw ngantuk n lapar mulu;-7.07422035411501,106.7054569721624;1
1417266076446990000;2021-07-20 06:32:18 SE Asia Standard Time;208669105;lossa_97;LDD;Kalau cara vaksin nya model skrng dan dimana masyarakat masih setengah2 percaya ada Covid-19 ya wasalam;-7.07422035411501,106.7054569721624;0
1416142364855260000;2021-07-17 04:07:05 SE Asia Standard Time;9,94E+17;roes_anggana;uncle dee STORY;Alhamdulillah sudah ikutan vaksin   uncle dee STORY  #Vaksin #vaccinated #vaksinbandung #Covid_19 #cegahcovid_19 #rscicendo  https://t.co/ugZuaLWqwT;-7.07422035411501,106.7054569721624;1
1415809773711150000;2021-07-16 06:05:29 SE Asia Standard Time;934564638;aldrianodan;Dani Aldrian;Kenapa Sih Harus Vaksin kalo masih Bisa terkena COVID-19 ?   Itu Normal gaes, pas kamu kecil juga divaksin CAMPAK gedenya di *Campak*kan.. ðŸ˜„ðŸ˜„ðŸ˜„  Berpikirlah secara dewasa jangan jadikan Covid sbg alasan untuk menutupi kekuranganmu dalam Berpikir..  Stay health.... For everyone;-7.07422035411501,106.7054569721624;2
1415216446964100000;2021-07-14 14:47:49 SE Asia Standard Time;190967235;darto_ap;Darto AP;Menaker tinjau Vaksin Massal 2000 Pekerja Ritel Bandung  #covid_19 @ Grand Pasundan Convention Hotel  https://t.co/OoUcKVVpI0;-7.07422035411501,106.7054569721624;2
1412970825238540000;2021-07-08 10:04:31 SE Asia Standard Time;1584936944;betcipelang;Balai Embrio Ternak;Ayo vaksin gaes Kegiatan vaksinasi Covid-19 tahap kedua dilaksanakan utk seluruh pegawai BET baik PNS maupun tenaga PNPN dan kontrak Seluruh pegawai diharapkan tetap menerapkan 5M yaitu memakai masker, mencuci tangan, menjaga jarak, menjauhi kerumunan, dan mengurangi mobilitas  https://t.co/9CuWT9SMDH;-7.07422035411501,106.7054569721624;1
1411899383658860000;2021-07-05 11:06:59 SE Asia Standard Time;8,90E+17;adangkoswara07;Kang_Adank07;Alhamdulillah beres vaksin Covid-19.. Semoga sehat selalu.. Banyak yg nanya katanya kaosnya baguss..anti korupsi. Terima kasih Om @Kita_AMLTF Kang @Dee_01984 Semoga sehat selalu ðŸ™  https://t.co/0q2a9A0gEo;-7.07422035411501,106.7054569721624;1
1374143163959360000;2021-03-23 06:37:15 SE Asia Standard Time;7,53E+17;fauzanindonisi;KALANGKANG HEULANG;@bodohbangetlu @arifkasaja @muannas_alaidid ï¿¼ https://t.co/6UQYJXktqkÂ â€ºÂ Tech  Hasil web  Alasan China Borong Vaksin Pfizer Meski Punya Vaksin Sendiri  17 Des 2020 â€”Â Shanghai Fosun mengungkapkan akan mendatangkan setidaknya 100 jut dosis vaksin Co;-7.00136001324938,108.56108562062255;2
1373537015707290000;2021-03-21 14:28:38 SE Asia Standard Time;7,53E+17;fauzanindonisi;KALANGKANG HEULANG;@arifkasaja @muannas_alaidid ï¿¼ https://t.co/SU7oyYqXBFÂ â€ºÂ baca-berita â€º nasional â€º pun...  Punya Vaksin Sinovac Tapi Beli Vaksin Pfizer China, Aneh Tapi ...  18 Des 2020 â€”Â China kok bisa-bisanya membeli vaksin Covid-19 buatan Pfizer. Padahal, ;-7.00136001324938,108.56108562062255;2
1425683825724550000;2021-08-12 12:01:26 SE Asia Standard Time;1,40E+18;ciremai_gunung;Gunung Ciremai;#sobatCiremai belum vaksinasi?. Yuk, segera hubungi fasilitas kesehatan terdekat untuk mendapatkan suntikan vaksin covid 19 supaya imun tubuh kita meningkat.  https://t.co/0hgH4z0wNb;-7.00136001324938,108.56108562062255;1
1424565771468820000;2021-08-09 09:58:41 SE Asia Standard Time;1,28E+18;katapang_polsek;Polsek_katapang;Vaksin Covid-19 Aman Untuk Ibu Menyusui  #Optimalkan3Tdan5M Strategi Tangani Pandemi  https://t.co/CpgiXxrxcG;-7.126198141692416,107.15610947734498;1
1435254894252800000;2021-09-07 21:53:27 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Data Distribusi Vaksin Covid-19 per 06 September 2021  https://t.co/oQUwBd5m41;-7.126198141692416,107.15610947734498;2
1435056267249070000;2021-09-07 08:44:10 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Sejak Desember 2020 hingga 6 September 2021, telah 50 kali kedatangan vaksin COVID-19. Ini menunjukkan bahwa Pemerintah dan Bio Farma berkomitmen dan bekerja keras mendapatkan persediaan vaksin dari berbagai sumber untuk Indonesia   #50KaliKedatanganVaksin  #HerdImmunityIndonesia  https://t.co/KGsKUeeu4A;-7.126198141692416,107.15610947734498;1
1432984273196250000;2021-09-01 15:30:48 SE Asia Standard Time;1930235365;biofarmaid;Bio Farma;Pemerintah terus mengenjot pemberian vaksin COVID-19 kepada masyarakat. Bahkan angka vaksinasi corona telah mencapai 100.123.771 dosis.;-7.126198141692416,107.15610947734498;1
1421717536387650000;2021-08-01 13:20:49 SE Asia Standard Time;2787188622;dinsosdki1;Dinsos DKI Jakarta;Sebanyak 35 warga binaan sosial Panti Sosial Bina Netra dan Rungu Wicara (PSBNRW) Cahaya Batin usia 12-17 tahun diberikan vaksin COVID-19 dosis kedua di Panti Sosial Asuhan Anak (PSAA) Putra Utama 1 Duren Sawit, Sabtu (31/7). #Jaki #JagaJakarta #VaksinDulu #DinsosDKI  https://t.co/4GKbAVel4f;-7.126198141692416,107.15610947734498;1
1420251935320410000;2021-07-28 12:17:03 SE Asia Standard Time;2425854176;nuraenii_n;Noeny craft;Vaksin 1 gel2,tmpt Mesjid dar Al fikri Bumi asri untuk umum,Bg warga rt1/9yg sdh saya daftarkan (ketua RT01)atas kesadaran sendiri pendataan 3/7/21 tuk hdr, terima kasihðŸ˜ŠðŸ™ @kelurahangempol @KecBankul @Bandung_Dinkes @OdedMD @kangyanamulyana @ema_sumarna66 @dinsosbdg #Covid_19  https://t.co/vhWjD2xFvV;-7.126198141692416,107.15610947734498;1
1419118624858460000;2021-07-25 09:13:40 SE Asia Standard Time;2425854176;nuraenii_n;Noeny craft;Kerja pengurus RT dari mulai menjaga kebersihan, ketertiban, mendata warga vaksin, melaporkan yg terpapar #Covid_19 , santunan sembako, ppkm, serta memantau warga yg isoman. Giliran dapat #bansos @dinsosbdg @OdedMD @ema_sumarna66 harus dikembalikan cc @ridwankamil miris  https://t.co/owUiURpMDq;-7.126198141692416,107.15610947734498;0
1375380214088260000;2021-03-26 16:32:51 SE Asia Standard Time;1,18E+18;syariph78320748;Humas Polsek Telukjambe Timur;Ada Potensi Terpapar Covid-19 Meski Sudah di Vaksin.  Vaksin tidak membuat kiat kita kebal dengan virus corona, namun vaksin meningkatkan imunitas dan mengurangi risiko penularan virus corona.  Jangan Abaikan, Selalu Terapkan 5M.  #AyoVaksinTetap5M Bangkit Indonesia Sehat  https://t.co/jw1jGRjta0;-6.590717293250034,107.44366711384296;1
1375379601745010000;2021-03-26 16:30:25 SE Asia Standard Time;1,18E+18;syariph78320748;Humas Polsek Telukjambe Timur;Ada Potensi Terpapar Covid-19 Meski Sudah di Vaksin.  Vaksin tidak membuat kiat kita kebal dengan virus corona, namun vaksin meningkatkan imunitas dan mengurangi risiko penularan virus corona.  Jangan Abaikan, Selalu Terapkan 5M.  #AyoVaksinTetap5M Bangkit Indonesia Sehat  https://t.co/Y7mlF9LDHV;-6.590717293250034,107.44366711384296;1
1375376807201950000;2021-03-26 16:19:18 SE Asia Standard Time;1,18E+18;syariph78320748;Humas Polsek Telukjambe Timur;Yuk, Jangan Takut dan Ragu Untuk Vaksinasi Covid-19 Karena Vaksin Covid-19 Itu Aman dan Halal  Guys, kamu jangan takut dan ragu untuk melakukan vaksinasi Covid-19 yaaa. Karena vaksin Covid-19 itu aman dan halal.  #AyoVaksinTetap5M  https://t.co/SdlgKVRHsn;-6.590717293250034,107.44366711384296;1
1423983995843330000;2021-08-07 19:26:55 SE Asia Standard Time;1,09E+18;purwakartao;PurwakartaOnline.com;Purwakarta habiskan 1000 Dosis Vaksin Untuk Imunisasi Covid-19  https://t.co/9FJh88XfTU  https://t.co/pHyTpWNmGS;-6.590717293250034,107.44366711384296;1
1406965534176940000;2021-06-21 20:21:38 SE Asia Standard Time;1582205796;aan_mutakin;Aan Garut;Sosialisasi Vaksin Covid-19 Ala Penyuluh Agama Islam  https://t.co/486OkMJ4SH;-7.357155795306729,107.78459545300285;2
1387329370360970000;2021-04-28 15:54:31 SE Asia Standard Time;8,58E+17;gaestroorly;Gaeyon;@entahlahBin @Andi_0014 @RodriChen @BillGates Kecepatan riset sangat dibantu dengan jumlah anggaran dan waktu yg diberikan. Dana riset dan pengalaman kita ga sebanyak pfizer dll.  Covid 19 ini akan jadi moment bagi Indonesia utk mengembangkan kemampuan ba;-7.357155795306729,107.78459545300285;1
1380447808138840000;2021-04-09 16:09:39 SE Asia Standard Time;3138699834;dimali_arsyad;dimali.arsyad;@ridwankamil Kang Emil kapan Vaksin untuk Covid-19 selesai di Jawa Barat. Kasihan anak-anak harus sekolah tatap muka.;-7.357155795306729,107.78459545300285;0
1353983585800180000;2021-01-26 15:30:17 SE Asia Standard Time;9,16E+17;gosip_garut;Gosip Garut;Selasa Siang, 12.200 Dosis Vaksin Sinovac Covid-19 Telah Tiba di Garut Â» Gosip Garut  https://t.co/OW4dTHZnoO via GosipGarut;-7.357155795306729,107.78459545300285;1
1352467342454710000;2021-01-22 11:05:16 SE Asia Standard Time;9,16E+17;gosip_garut;Gosip Garut;Vaksin Covid-19 Akan Tiba di Garut Awal Februari, Diperuntukkan bagi Nakes Â» Gosip Garut  https://t.co/Cawgz6lqD2 via GosipGarut;-7.357155795306729,107.78459545300285;1
1350077413083010000;2021-01-15 20:48:33 SE Asia Standard Time;168595243;dharmaofficiall;KANG DHARMA;Kita Sukseskan Program Vaksinasi Covid-19         #covid #covid-19 #covid_19 #vaksin #vaksÃ¬ncovid19 #vaksincovid19 #garutlawancovid19 #garuttanggapcovid19 @ Rumah Sakit Medina  https://t.co/t4DAr1C0Lv;-7.357155795306729,107.78459545300285;1
1349332804258020000;2021-01-13 19:29:44 SE Asia Standard Time;956699918;sdeanty;SDA;Yg ga percaya covid-19 gausah vaksin ya kelen.;-7.357155795306729,107.78459545300285;0
1346220462586560000;2021-01-05 05:22:24 SE Asia Standard Time;9,16E+17;gosip_garut;Gosip Garut;Garut Ajukan 6.563 Dosis Vaksin Covid-19, Tahap Awal untuk Tenaga Kesehatan Â» Gosip Garut  https://t.co/TB2qkcuYvI via GosipGarut;-7.357155795306729,107.78459545300285;1
1439836291571460000;2021-09-20 13:18:17 SE Asia Standard Time;104879855;ojonk80;Aria Istianto M;World Bank Report: Indonesia telah mencapai 100 juta vaksin. Apresiasi dr WB atas kinerja Indonesia dalam menangani Covid-19   https://t.co/RbRTtHw3od;-6.74128859639988,108.55072741565662;1
1417713651902040000;2021-07-21 12:10:49 SE Asia Standard Time;1912883689;eko_syam;Eko Syamsul Ma'arif;Ikhtiar Sehat, Bismillah.. Vaksin ke-2 Pulihlah semesta Pulanglah wahai mahluk Allah yang bernama Covid 19, seluruhnya Aamiin @ Klinik Intan Kota Cirebon  https://t.co/eejd6sl2kl;-6.74128859639988,108.55072741565662;1
1381983512253710000;2021-04-13 21:51:59 SE Asia Standard Time;1,22E+18;dpcpdipkabcrb;INFOKOM DPC PDIP KABUPATEN CIREBON;Jelang puasa jajaran DPC, Staf dan Satgas PDI Perjuangan Kab. Cirebon lakukan Vaksin Covid 19 di Puskesmas Talun Cirebon  https://t.co/5JsMdKJWT7;-6.74128859639988,108.55072741565662;1
1366227669029890000;2021-03-01 10:23:54 SE Asia Standard Time;1,04E+18;bkpsdmcirebon;BKPSDM Kota Cirebon;Vaksinasi Covid-19 itu penting... Pemerintah menjamin Vaksin yang digunakan sesuai standar keamanan dan melewati uji klinik yang ketat...  #Vaksinasi ASN di lingkungan Setda Kota Cirebon  https://t.co/C6aewJ8X1a;-6.74128859639988,108.55072741565662;1
1348949624648830000;2021-01-12 18:07:07 SE Asia Standard Time;1,34E+18;alv078;Ale07; https://t.co/HT3FfjWR38  Anggota Komisi IX DPR RI dari FraksiÂ PDIPÂ Ribka TjiptaningÂ  secara tegas menolak untuk divaksin Covid-19. Pernyataan itu sangat bertolak belakang dengan sikap Presiden Joko Widodo yang menjadi orang yang disuntikÂ vaksin Sinovac, Rabu (13/1/2021) besok.;-6.74128859639988,108.55072741565662;0
1421072567360570000;2021-07-30 18:37:56 SE Asia Standard Time;1,25E+18;antareshzh;Antares;Pemerintah:Â  Sertifikat Vaksin Covid-19 Belum Digunakan jadi Persyaratan Administrasi Apapun  https://t.co/PcAb40isfJ;-6.260326761799702,107.35186093908187;2
1420326211415280000;2021-07-28 17:12:11 SE Asia Standard Time;1,15E+18;imam_rachman_;imam r;Mulai 29 Juli, Naik Kereta Api di Sumatera Wajib Tunjukkan Kartu Vaksin Covid-19  https://t.co/7d4KjtE8TD @kemenhub151 @BudiKaryaS @KemenkesRI @satgascovid19id @perkeretaapian @KAI121 @PramugariKereta @Travelers @YLKI_ID @railfansindo @AgusAwe @saidi_rfp;-6.260326761799702,107.35186093908187;1
1420261631959830000;2021-07-28 12:55:34 SE Asia Standard Time;208784759;marzukialie_ma;Marzuki Alie Dr.H.;Soal Ivermectin, IDI dan BPOM Jangan Jadi Tuhan dalam Penanganan Covid-19    https://t.co/cpAT2XQz08  Dlm kondisi darurat, biarkan rakyat berobat menurut kearifan lokal n keyakinan msg2, kecuali sdh ada bukti vaksin n sdh ada obat manjur covid 19. Jd jgn menganggap paling benar.;-6.260326761799702,107.35186093908187;0
1420026468248210000;2021-07-27 21:21:07 SE Asia Standard Time;1649132064;tmcrestrobekasi;TMC POLRES METRO BEKASI KABUPATEN;15.20  Polri Sat Lantas Polres Metro Bekasi melaksanakan Pengamanan Rute Lintasan pendistribusian Vaksin Covid - 19 dari Bandara Soeta menuju Biofarma Bandung pada Akses Masuk Pintu Tol Jakarta - Cikampek yg berada di Wilayah Hukum Polrestro Bekasi.  @TMCPoldaMetro  https://t.co/3gX8NRpZFf;-6.260326761799702,107.35186093908187;1
1419854105443320000;2021-07-27 09:56:13 SE Asia Standard Time;1649132064;tmcrestrobekasi;TMC POLRES METRO BEKASI KABUPATEN;09.45  Polri Satlantas Polres Metro Bekasi lakukan Pengawalan Pendistribusian Vaksin Covid - 19 dari Dinkes Kab. Karawang menuju Dinkes Kab. Bekasi.  @TMCPoldaMetro  https://t.co/isyA5uVnHZ;-6.260326761799702,107.35186093908187;1
1419600567215670000;2021-07-26 17:08:44 SE Asia Standard Time;1,24E+18;riyu_miss;Miss Riyu;Menurutku salah satu yg menyebabkan lonjakan covid 19 ini,  karena kurangnya edukasi terhadap masyarakat, entah covid itu sendiri atau vaksin , terutama daerahÂ² terpencil.  #membaiklahIndonesia #Covid_19  #menkes  #pemerintah  #Jokowi  https://t.co/UnwNCGvCNn;-6.260326761799702,107.35186093908187;0
1419475209149620000;2021-07-26 08:50:37 SE Asia Standard Time;1,29E+18;pkmtelagasari;UPTD Puskesmas Telagasari;GIAT VAKSINASI DI GEDUNG PUSKESMAS TELAGASARI SENIN 26 JULI 2021 *** @dinkeskrwkab  @satgascovid19.karawang  @cb.asep  @onetoproject  *** #vaksin #kemenkes #covid_19 @ UPTD Puskesmas Telagasari Karawang  https://t.co/vVvfA9NYMf;-6.260326761799702,107.35186093908187;1
1419169188896130000;2021-07-25 12:34:36 SE Asia Standard Time;1,42E+18;ratiman74887869;Ratiman;Tidak Mendapat SMS dari 1199 dan Sertifikat Vaksin Covid-19 Tak Kunjung Muncul? Telepon Nomor Ini   https://t.co/DNvHLeyckm;-6.260326761799702,107.35186093908187;2
1418520974299820000;2021-07-23 17:38:49 SE Asia Standard Time;19726174;didikeitha;Didi Keitha;Selesai bertugas sebagai vaksinator vaksin COVID-19 di Aula Husni Hamid Pemkab Karawang hari ini, Gaes ðŸ™ðŸ» @ Kantor Pemda Kabupaten Karawang  https://t.co/oHK35TfHcQ;-6.260326761799702,107.35186093908187;2
1418356043512360000;2021-07-23 06:43:27 SE Asia Standard Time;1649132064;tmcrestrobekasi;TMC POLRES METRO BEKASI KABUPATEN;22/07/21 14.15  Polri Sat Lantas Polres Metro Bekasi melaksanakan Pengamanan Rute Lintasan pendistribusian Vaksin Covid - 19 dari Bandara Soeta menuju Biofarma Kota Bandung pada Akses Masuk Tol Jakarta - Cikampek yg berada di Wilayah Hukum Polres Metro Bekasi.  @TMCPoldaMetro  https://t.co/npqYr9cxGa;-6.260326761799702,107.35186093908187;1
1417887824880170000;2021-07-21 23:42:55 SE Asia Standard Time;3166468723;kel_karkun;Kelurahan Karet Kuningan;Vaksinasi Covid-19 bagi anak/pra remaja usia 12 sd 18thn di Kantor/Rumah Dinas Kel Karet Kuningan.Yuk ajak anak,tetangga atau teman2 kamu untuk ikut Vaksin Covid-19 dlm rangka mewujudkan Herd Immunity di wilayah Kelurahan Karet Kuningan @DKIJakarta  @KotaJaksel @kecsetiabudi  https://t.co/6iy0mMn2aF;-6.260326761799702,107.35186093908187;1
1417415151087580000;2021-07-20 16:24:40 SE Asia Standard Time;85087815;unilubis;unilubis;@prajnamu Penjelasan Pak MenkesðŸ‘‡  Beda Angka Stok Vaksin COVID-19 di Indonesia, Ini Penjelasan Menkes   https://t.co/tZPNc9YpFg  Download aplikasi IDN untuk konten menarik lainnya ðŸ‘‡   https://t.co/3QXoXSALxu;-6.260326761799702,107.35186093908187;1
1417280733610090000;2021-07-20 07:30:33 SE Asia Standard Time;8,06E+17;ismailmsh2;Ismail M,SH;@farhanlontong Kata vaksin covid 19 pakðŸ˜€;-6.260326761799702,107.35186093908187;2
1416993629655100000;2021-07-19 12:29:42 SE Asia Standard Time;600873456;_tniau;TNI Angkatan Udara;ðŸŒ Sebanyak 35 satuan TNI AU di berbagai tempat di Indonesia, secara serentak telah menggelar serbuan vaksinasi COVID-19 gratis bagi masyarakat.  Kegiatan ini sbg bentuk dukungan TNI AU atas program sejuta vaksin sehari  yang dicanangkan pemerintah, utk membangun herd immunity.  https://t.co/qkBV8KNhfP;-6.260326761799702,107.35186093908187;1
1416943866914030000;2021-07-19 09:11:58 SE Asia Standard Time;88876470;arifinpribadi;holy money;Ternyata Ada asuransi korporasi yg menanggung vaksin gotong royong untuk korporasi ....semoga covid 19 bisa dipunahkan .;-6.260326761799702,107.35186093908187;1
1416933442923540000;2021-07-19 08:30:32 SE Asia Standard Time;88876470;arifinpribadi;holy money;@karman_mustamin @L3OF14N @febridiansyah @ismailfahmi Bagaimana sih saya memberi contoh bagaimana vaksin berbayar Akan menciptakan pasar gelap vaksin yg beredar yg Akan memperlambat gerakan lawan covid 19 . Ini sebuah sindiran tajam tentang Stok vaksin. S;-6.260326761799702,107.35186093908187;0
1416696568225270000;2021-07-18 16:49:17 SE Asia Standard Time;88876470;arifinpribadi;holy money;@L3OF14N @febridiansyah @ismailfahmi Justru krn udah ketangkep basah Di awal dibatalkan krn Akan menciptakan black market yg nggak Akan bus kendalikan .saya tidak setuju vaksin berbayar krn hanya menyasar 0,5 % populasi yg harus tervaksin dengan resiko be;-6.260326761799702,107.35186093908187;0
1416656425384750000;2021-07-18 14:09:46 SE Asia Standard Time;8,06E+17;ismailmsh2;Ismail M,SH;@tempodotco Astaga....Naga....Bukannya vaksin covid 19 menjamin tidak tertular covid 19?;-6.260326761799702,107.35186093908187;0
1416650688478600000;2021-07-18 13:46:58 SE Asia Standard Time;8,41E+17;maryananunung;Nunung Maryana;Mantap doktersemoga Indonesia berdiri diatas kaki sensiri.....ðŸ‘ðŸ‘ðŸ’ª Terawan: Dunia Sepakat Vaksin Nusantara yang Akan Menyelesaikan Covid- 19  https://t.co/Aq29O1ZF6R;-6.260326761799702,107.35186093908187;1
1416301947674520000;2021-07-17 14:41:12 SE Asia Standard Time;51108097;indahnuria;indah nuria savitri;Teman - teman sudah vaksin COVID -19 kan? Yuuuk disegerakan! Ini cerita kami #thefrakarsas waktu vaksin untuk anak kita Bo ..VAKSIN COVID - 19 GRATIS UNTUK USIA 12-17 TAHUN |  https://t.co/Pgy2yPvkwG via @YouTube @RFra75 @ajaysurajay @lilisdikdik;-6.260326761799702,107.35186093908187;1
1415919054380880000;2021-07-16 13:19:43 SE Asia Standard Time;1,37E+18;humasmenteng;HUMAS POLSEK METRO MENTENG;Guys.. Vaksin Gratis di Menara BCA Untuk Masyarakat Umum dan Karyawan agar Kita Semua Bisa Memutuskan Mata'Rantai Covid-19.  @divisihumaspolri @poldametrojaya @PolresJakPus #divisihumaspolri #poldametrojaya #polresmetrojakartapusat  https://t.co/BDmdPnqaec;-6.260326761799702,107.35186093908187;1
